Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acanthamoeba polyphaga mimivirus,212035,Viruses;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;Mimivirus,2,7.63603e-05,0.000861323
Acetivibrio thermocellus,1515,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio,1,3.81801e-05,0.000430661
Acetoanaerobium sticklandii,1511,Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Acetoanaerobium,2,7.63603e-05,0.000861323
Acetobacter aceti,435,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter,1,3.81801e-05,0.000430661
Acholeplasma axanthum,29552,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma,1,3.81801e-05,0.000430661
Achromobacter deleyi,1353891,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,1,3.81801e-05,0.000430661
Achromobacter insolitus,217204,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,1,3.81801e-05,0.000430661
Achromobacter spanius,217203,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,4,0.000152721,0.00172265
Achromobacter xylosoxidans,85698,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,9,0.000343621,0.00387595
Acidihalobacter yilgarnenesis,2819280,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidihalobacter,7,0.000267261,0.00301463
Acidiphilium cryptum,524,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium,2,7.63603e-05,0.000861323
Acidithiobacillus ferrooxidans,920,Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus,1,3.81801e-05,0.000430661
Acidovorax antarcticus,2743470,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,3,0.00011454,0.00129198
Acidovorax avenae,80867,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,4,0.000152721,0.00172265
Acidovorax carolinensis,553814,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,19,0.000725423,0.00818257
Acidovorax citrulli,80869,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,9,0.000343621,0.00387595
Acidovorax ebreus,721785,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,5,0.000190901,0.00215331
Acidovorax monticola,1926868,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,1,3.81801e-05,0.000430661
Acidovorax sp. 1608163,2478662,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,9,0.000343621,0.00387595
Acidovorax sp. JS42,232721,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,8,0.000305441,0.00344529
Acidovorax sp. KKS102,358220,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,7,0.000267261,0.00301463
Acidovorax sp. RAC01,1842533,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,5,0.000190901,0.00215331
Acidovorax sp. T1,1858609,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,7,0.000267261,0.00301463
Acinetobacter baumannii,470,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,225,0.00859053,0.0968988
Acinetobacter bereziniae,106648,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,2,7.63603e-05,0.000861323
Acinetobacter bouvetii,202951,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,2,7.63603e-05,0.000861323
Acinetobacter chinensis,2004650,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,3,0.00011454,0.00129198
Acinetobacter cumulans,2136182,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,4,0.000152721,0.00172265
Acinetobacter defluvii,1871111,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,2,7.63603e-05,0.000861323
