Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acetilactobacillus jinshanensis,1720083,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Acetilactobacillus,1,7.96508e-05,0.0010923
Acetobacter ascendens,481146,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter,1,7.96508e-05,0.0010923
Acetobacter pasteurianus,438,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter,3,0.000238952,0.0032769
Acetobacter sp. KACC 21233,2592655,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter,1,7.96508e-05,0.0010923
Achromobacter deleyi,1353891,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,11,0.000876159,0.0120153
Achromobacter denitrificans,32002,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,21,0.00167267,0.0229383
Achromobacter insolitus,217204,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,6,0.000477905,0.0065538
Achromobacter pestifer,1353889,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,2,0.000159302,0.0021846
Achromobacter sp. AONIH1,1758194,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,6,0.000477905,0.0065538
Achromobacter sp. B7,2282475,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,2,0.000159302,0.0021846
Achromobacter spanius,217203,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,7,0.000557556,0.0076461
Achromobacter xylosoxidans,85698,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,73,0.00581451,0.0797378
Acidibrevibacterium fodinaquatile,1969806,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidibrevibacterium,2,0.000159302,0.0021846
Acidithiobacillus ferrivorans,160808,Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus,3,0.000238952,0.0032769
Acidithiobacillus sp. 'AMD consortium',2614801,Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus,1,7.96508e-05,0.0010923
Acidovorax antarcticus,2743470,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,21,0.00167267,0.0229383
Acidovorax avenae,80867,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,8,0.000637206,0.00873839
Acidovorax carolinensis,553814,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,147,0.0117087,0.160568
Acidovorax citrulli,80869,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,42,0.00334533,0.0458766
